input_id,source_file,source_index,predicted_class_id,predicted_class_name,predicted_is_defect,confidence,entropy,route,route_reason,production_auto_accept_enabled_for_class,class_auto_accept_threshold,class_margin_threshold,strongest_other_class_probability,predicted_vs_best_other_margin,margin_requirement_met,global_abstain_threshold,top_1_class,top_1_probability,top_2_class,top_2_probability,top_3_class,top_3_probability,inference_latency_ms_estimate,probability_normal,probability_center,probability_donut,probability_edge_loc,probability_edge_ring,probability_loc,probability_near_full,probability_random,probability_scratch,source_height,source_width,source_active_dies,source_failed_dies,source_failed_ratio,preprocessing_transform,monitoring_status,auto_clearance_suspended,effective_route,monitoring_override_applied,monitoring_reason,normalized_entropy,probability_margin,queue_priority
record_000726669:0,artifacts/input_files/record_000726669.npy,0,0,Normal,False,0.4709198772907257,1.2353177070617676,ABSTAIN,Confidence is below the frozen abstain threshold.,True,0.9441788792610168,0.1,0.28354412317276,0.1873757541179657,True,0.7762330770492554,Normal,0.4709198772907257,Scratch,0.28354412317276,Loc,0.142815500497818,0.010776702765724622,0.4709198772907257,0.10038405656814575,7.58796013542451e-05,0.002243760507553816,9.508393304713536e-06,0.142815500497818,8.34051672171654e-09,7.276556516444543e-06,0.28354412317276,30,34,776,78,0.10051546391752578,"{'source_height': 30, 'source_width': 34, 'resized_height': 85, 'resized_width': 96, 'padding_top': 5, 'padding_bottom': 6, 'padding_left': 0, 'padding_right': 0, 'scale': 2.823529411764706}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.5622173171571706,0.1873757541179657,1
record_000743516:0,artifacts/input_files/record_000743516.npy,0,4,Edge-Ring,True,0.4799397587776184,1.0446562767028809,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.3087107539176941,0.17122900485992432,True,0.7762330770492554,Edge-Ring,0.4799397587776184,Edge-Loc,0.3087107539176941,Normal,0.21124137938022614,0.009596358722774312,0.21124137938022614,1.0945399253614596e-07,3.93013566135636e-10,0.3087107539176941,0.4799397587776184,3.939023372367956e-05,1.1551830425560183e-07,7.55172777644475e-07,6.765646685380489e-05,43,42,1421,292,0.20548909218859956,"{'source_height': 43, 'source_width': 42, 'resized_height': 96, 'resized_width': 94, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 1, 'padding_right': 1, 'scale': 2.2325581395348837}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.47544356069845084,0.17122900485992432,1
record_000696487:0,artifacts/input_files/record_000696487.npy,0,3,Edge-Loc,True,0.48380014300346375,0.9907817840576172,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.4229823350906372,0.06081780791282654,True,0.7762330770492554,Edge-Loc,0.48380014300346375,Loc,0.4229823350906372,Normal,0.07320019602775574,0.012193358998047188,0.07320019602775574,0.018503740429878235,1.0551741524977842e-07,0.48380014300346375,9.917130955727771e-05,0.4229823350906372,1.568481877711747e-07,3.097941953456029e-05,0.001383172464556992,25,27,516,128,0.24806201550387597,"{'source_height': 25, 'source_width': 27, 'resized_height': 89, 'resized_width': 96, 'padding_top': 3, 'padding_bottom': 4, 'padding_left': 0, 'padding_right': 0, 'scale': 3.5555555555555554}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.4509242224382818,0.06081780791282654,1
record_000805579:0,artifacts/input_files/record_000805579.npy,0,3,Edge-Loc,True,0.4997429847717285,0.9423252940177917,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.41101396083831787,0.08872902393341064,True,0.7762330770492554,Edge-Loc,0.4997429847717285,Normal,0.41101396083831787,Edge-Ring,0.08632107824087143,0.4637093748897314,0.41101396083831787,7.704862946411595e-05,1.3050061475894381e-08,0.4997429847717285,0.08632107824087143,0.0005165162147022784,5.142599093233002e-07,1.0929753671007347e-06,0.00232681049965322,41,33,1060,104,0.09811320754716982,"{'source_height': 41, 'source_width': 33, 'resized_height': 96, 'resized_width': 77, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 9, 'padding_right': 10, 'scale': 2.341463414634146}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.4288707234288309,0.08872902393341064,1
record_000757477:0,artifacts/input_files/record_000757477.npy,0,0,Normal,False,0.5066045522689819,0.7158854603767395,ABSTAIN,Confidence is below the frozen abstain threshold.,True,0.9441788792610168,0.1,0.49001219868659973,0.016592353582382202,False,0.7762330770492554,Normal,0.5066045522689819,Edge-Loc,0.49001219868659973,Edge-Ring,0.0025074284058064222,0.00976757837634068,0.5066045522689819,1.2942194189236034e-05,1.4482430532591906e-10,0.49001219868659973,0.0025074284058064222,0.000472804851597175,6.269418317828013e-09,2.064858506400924e-08,0.00039009639294818044,39,37,1109,172,0.1550946798917944,"{'source_height': 39, 'source_width': 37, 'resized_height': 96, 'resized_width': 91, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 2, 'padding_right': 3, 'scale': 2.4615384615384617}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.3258135139033604,0.016592353582382202,1
record_000760937:0,artifacts/input_files/record_000760937.npy,0,3,Edge-Loc,True,0.5131072998046875,0.7296751737594604,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.4813167452812195,0.03179055452346802,True,0.7762330770492554,Edge-Loc,0.5131072998046875,Normal,0.4813167452812195,Edge-Ring,0.001997922779992223,0.00976757837634068,0.4813167452812195,7.550363807240501e-05,1.6933812130304204e-09,0.5131072998046875,0.001997922779992223,0.0019706108141690493,4.2945469402866365e-08,1.1206206806946284e-07,0.0015316895442083478,39,37,1109,106,0.09558160504959423,"{'source_height': 39, 'source_width': 37, 'resized_height': 96, 'resized_width': 91, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 2, 'padding_right': 3, 'scale': 2.4615384615384617}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.3320894829258072,0.03179055452346802,1
record_000655962:0,artifacts/input_files/record_000655962.npy,0,0,Normal,False,0.5200879573822021,1.0557188987731934,ABSTAIN,Confidence is below the frozen abstain threshold.,True,0.9441788792610168,0.1,0.31161829829216003,0.20846965909004211,True,0.7762330770492554,Normal,0.5200879573822021,Scratch,0.31161829829216003,Loc,0.15422077476978302,0.01562695251777768,0.5200879573822021,0.0010132521856576204,1.0181093784922268e-05,0.012997729703783989,4.968850771547295e-05,0.15422077476978302,1.3908286744523934e-09,2.1435598682728596e-06,0.31161829829216003,30,34,776,143,0.18427835051546393,"{'source_height': 30, 'source_width': 34, 'resized_height': 85, 'resized_width': 96, 'padding_top': 5, 'padding_bottom': 6, 'padding_left': 0, 'padding_right': 0, 'scale': 2.823529411764706}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.48047837697732393,0.20846965909004211,1
record_000786265:0,artifacts/input_files/record_000786265.npy,0,3,Edge-Loc,True,0.5381432771682739,0.6908369660377502,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.46180012822151184,0.07634314894676208,True,0.7762330770492554,Edge-Loc,0.5381432771682739,Edge-Ring,0.46180012822151184,Normal,4.7518016799585894e-05,0.009956374924513511,4.7518016799585894e-05,1.322681186799457e-09,7.879611962913202e-10,0.5381432771682739,0.46180012822151184,1.2776847597706364e-06,4.2236424633301795e-06,2.378392082391656e-06,1.1731473250620184e-06,33,37,952,133,0.13970588235294118,"{'source_height': 33, 'source_width': 37, 'resized_height': 86, 'resized_width': 96, 'padding_top': 5, 'padding_bottom': 5, 'padding_left': 0, 'padding_right': 0, 'scale': 2.5945945945945947}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.31441345284571626,0.07634314894676208,1
record_000652852:0,artifacts/input_files/record_000652852.npy,0,3,Edge-Loc,True,0.5478276610374451,0.8005347847938538,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.4264669120311737,0.12136074900627136,True,0.7762330770492554,Edge-Loc,0.5478276610374451,Loc,0.4264669120311737,Normal,0.021545371040701866,0.01562695251777768,0.021545371040701866,0.0003482285246718675,5.737475476053078e-06,0.5478276610374451,9.939061419572681e-05,0.4264669120311737,1.6828893194542616e-06,3.704182745423168e-05,0.003667980432510376,30,34,776,139,0.1791237113402062,"{'source_height': 30, 'source_width': 34, 'resized_height': 85, 'resized_width': 96, 'padding_top': 5, 'padding_bottom': 6, 'padding_left': 0, 'padding_right': 0, 'scale': 2.823529411764706}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.36433908169931956,0.12136074900627136,1
record_000744159:0,artifacts/input_files/record_000744159.npy,0,3,Edge-Loc,True,0.5497852563858032,0.6882013082504272,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.45021334290504456,0.09957191348075867,True,0.7762330770492554,Edge-Loc,0.5497852563858032,Edge-Ring,0.45021334290504456,Near-full,1.19253411412501e-06,0.009596358722774312,2.2695414991780183e-10,5.418524820727331e-16,2.6261464790983124e-12,0.5497852563858032,0.45021334290504456,2.5367918876639806e-10,1.19253411412501e-06,1.9397087669403845e-07,2.0909691079290527e-12,43,42,1421,418,0.2941590429275158,"{'source_height': 43, 'source_width': 42, 'resized_height': 96, 'resized_width': 94, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 1, 'padding_right': 1, 'scale': 2.2325581395348837}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.3132139132927233,0.09957191348075867,1
record_000253444:0,artifacts/input_files/record_000253444.npy,0,3,Edge-Loc,True,0.5560749173164368,0.9411420822143555,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.33204954862594604,0.22402536869049072,True,0.7762330770492554,Edge-Loc,0.5560749173164368,Edge-Ring,0.33204954862594604,Normal,0.11134655028581619,0.03506835855660029,0.11134655028581619,6.867327897452924e-07,9.019853752789686e-10,0.5560749173164368,0.33204954862594604,0.00014945065777283162,1.5885113668900885e-07,4.0834822812030325e-07,0.00037828381755389273,61,60,2857,356,0.12460623031151558,"{'source_height': 61, 'source_width': 60, 'resized_height': 96, 'resized_width': 94, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 1, 'padding_right': 1, 'scale': 1.5737704918032787}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.4283322205303831,0.22402536869049072,1
record_000739398:0,artifacts/input_files/record_000739398.npy,0,0,Normal,False,0.5575245022773743,0.8493376970291138,ABSTAIN,Confidence is below the frozen abstain threshold.,True,0.9441788792610168,0.1,0.40482133626937866,0.1527031660079956,True,0.7762330770492554,Normal,0.5575245022773743,Scratch,0.40482133626937866,Edge-Loc,0.017891395837068558,0.010776702765724622,0.5575245022773743,0.00030915578827261925,2.4927696813392686e-06,0.017891395837068558,0.0019637770019471645,0.017486734315752983,2.210862160012539e-09,5.951831667516672e-07,0.40482133626937866,43,44,1507,83,0.055076310550763105,"{'source_height': 43, 'source_width': 44, 'resized_height': 94, 'resized_width': 96, 'padding_top': 1, 'padding_bottom': 1, 'padding_left': 0, 'padding_right': 0, 'scale': 2.1818181818181817}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.38655024424439977,0.1527031660079956,1
record_000721400:0,artifacts/input_files/record_000721400.npy,0,3,Edge-Loc,True,0.5635539889335632,0.7680976986885071,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.4183031916618347,0.14525079727172852,True,0.7762330770492554,Edge-Loc,0.5635539889335632,Normal,0.4183031916618347,Loc,0.016160549595952034,0.011045578503399156,0.4183031916618347,9.114184649661183e-06,7.281162478500747e-11,0.5635539889335632,0.0006819909904152155,0.016160549595952034,4.3897216417398965e-10,1.954292905281818e-08,0.0012911256635561585,25,26,518,67,0.12934362934362933,"{'source_height': 25, 'source_width': 26, 'resized_height': 92, 'resized_width': 96, 'padding_top': 2, 'padding_bottom': 2, 'padding_left': 0, 'padding_right': 0, 'scale': 3.6923076923076925}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.3495763276140401,0.14525079727172852,1
record_000802634:0,artifacts/input_files/record_000802634.npy,0,0,Normal,False,0.5636848211288452,0.9609883427619934,ABSTAIN,Confidence is below the frozen abstain threshold.,True,0.9441788792610168,0.1,0.3536197543144226,0.2100650668144226,True,0.7762330770492554,Normal,0.5636848211288452,Loc,0.3536197543144226,Center,0.04060976579785347,0.010162109902012162,0.5636848211288452,0.04060976579785347,4.634602646547137e-06,0.0015758933732286096,2.8886747713841032e-06,0.3536197543144226,9.565506164932458e-10,1.6616571656413726e-06,0.04050051048398018,29,26,562,35,0.06227758007117438,"{'source_height': 29, 'source_width': 26, 'resized_height': 96, 'resized_width': 86, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 5, 'padding_right': 5, 'scale': 3.310344827586207}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.4373646429565415,0.2100650668144226,1
record_000776064:0,artifacts/input_files/record_000776064.npy,0,5,Loc,True,0.5639598965644836,1.236581802368164,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.2306317836046219,0.33332811295986176,True,0.7762330770492554,Loc,0.5639598965644836,Scratch,0.2306317836046219,Normal,0.12006397545337677,0.010505218597245403,0.12006397545337677,0.021672416478395462,0.036212362349033356,0.009564048610627651,0.00016211192996706814,0.5639598965644836,1.7259975720662624e-05,0.017716173082590103,0.2306317836046219,39,50,1485,289,0.19461279461279463,"{'source_height': 39, 'source_width': 50, 'resized_height': 75, 'resized_width': 96, 'padding_top': 10, 'padding_bottom': 11, 'padding_left': 0, 'padding_right': 0, 'scale': 1.92}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.5627926317242091,0.33332811295986176,1
record_000719090:0,artifacts/input_files/record_000719090.npy,0,0,Normal,False,0.5683891177177429,1.018237829208374,ABSTAIN,Confidence is below the frozen abstain threshold.,True,0.9441788792610168,0.1,0.28525352478027344,0.2831355929374695,True,0.7762330770492554,Normal,0.5683891177177429,Center,0.28525352478027344,Loc,0.13042442500591278,0.011045578503399156,0.5683891177177429,0.28525352478027344,1.362206376143149e-06,0.01304873451590538,1.8414357327856123e-05,0.13042442500591278,3.46140360818481e-08,4.121867732465034e-06,0.0028602159582078457,41,40,1256,171,0.13614649681528662,"{'source_height': 41, 'source_width': 40, 'resized_height': 96, 'resized_width': 94, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 1, 'padding_right': 1, 'scale': 2.341463414634146}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.46342000709041004,0.2831355929374695,1
record_000147248:0,artifacts/input_files/record_000147248.npy,0,5,Loc,True,0.5717722773551941,1.154244303703308,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.2593095004558563,0.31246277689933777,True,0.7762330770492554,Loc,0.5717722773551941,Center,0.2593095004558563,Edge-Loc,0.08843865245580673,5.407300781371305,0.046455174684524536,0.2593095004558563,0.0005626519559882581,0.08843865245580673,0.0004198804672341794,0.5717722773551941,4.6865781769156456e-05,0.0018153173150494695,0.031179599463939667,212,84,14116,439,0.03109946160385378,"{'source_height': 212, 'source_width': 84, 'resized_height': 96, 'resized_width': 38, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 29, 'padding_right': 29, 'scale': 0.4528301886792453}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.5253192211706658,0.31246277689933777,1
record_000727400:0,artifacts/input_files/record_000727400.npy,0,5,Loc,True,0.5836297273635864,0.6968604326248169,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.41399359703063965,0.16963613033294678,True,0.7762330770492554,Loc,0.5836297273635864,Edge-Loc,0.41399359703063965,Center,0.0009076816495507956,0.010776702765724622,0.0007401047041639686,0.0009076816495507956,4.8082383727887645e-05,0.41399359703063965,2.4426530217169784e-05,0.5836297273635864,2.3978063836693764e-06,6.998881872277707e-05,0.0005840188823640347,30,34,776,119,0.15335051546391754,"{'source_height': 30, 'source_width': 34, 'resized_height': 85, 'resized_width': 96, 'padding_top': 5, 'padding_bottom': 6, 'padding_left': 0, 'padding_right': 0, 'scale': 2.823529411764706}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.3171548506296283,0.16963613033294678,1
record_000278887:0,artifacts/input_files/record_000278887.npy,0,5,Loc,True,0.5852384567260742,0.8059324622154236,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.38115230202674866,0.20408615469932556,True,0.7762330770492554,Loc,0.5852384567260742,Donut,0.38115230202674866,Center,0.030997207388281822,0.03506835855660029,2.4134753402904607e-05,0.030997207388281822,0.38115230202674866,3.348023938087863e-06,2.725767167532922e-09,0.5852384567260742,2.0812618295451557e-09,0.0020030064042657614,0.0005815937765873969,41,42,1334,196,0.1469265367316342,"{'source_height': 41, 'source_width': 42, 'resized_height': 94, 'resized_width': 96, 'padding_top': 1, 'padding_bottom': 1, 'padding_left': 0, 'padding_right': 0, 'scale': 2.2857142857142856}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.366795670560215,0.20408615469932556,1
record_000764518:0,artifacts/input_files/record_000764518.npy,0,1,Center,True,0.5894476771354675,0.9706839919090271,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.29243719577789307,0.29701048135757446,True,0.7762330770492554,Center,0.5894476771354675,Loc,0.29243719577789307,Normal,0.10573878884315491,0.00976757837634068,0.10573878884315491,0.5894476771354675,9.743715054355562e-06,0.009059123694896698,8.057681043283083e-06,0.29243719577789307,1.7312893874077417e-07,6.484103505499661e-05,0.0032344190403819084,34,34,904,114,0.1261061946902655,"{'source_height': 34, 'source_width': 34, 'resized_height': 96, 'resized_width': 96, 'padding_top': 0, 'padding_bottom': 0, 'padding_left': 0, 'padding_right': 0, 'scale': 2.823529411764706}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.441777323047162,0.29701048135757446,1
record_000372545:0,artifacts/input_files/record_000372545.npy,0,3,Edge-Loc,True,0.5900917649269104,0.7729834318161011,ABSTAIN,Confidence is below the frozen abstain threshold.,False,,,0.3865138292312622,0.2035779356956482,True,0.7762330770492554,Edge-Loc,0.5900917649269104,Edge-Ring,0.3865138292312622,Scratch,0.021976951509714127,0.03506835855660029,0.0010740754660218954,1.9608074808274978e-07,4.336678102845326e-06,0.5900917649269104,0.3865138292312622,3.613265653257258e-05,8.928449096856639e-05,0.000213458071812056,0.021976951509714127,30,40,924,131,0.14177489177489178,"{'source_height': 30, 'source_width': 40, 'resized_height': 72, 'resized_width': 96, 'padding_top': 12, 'padding_bottom': 12, 'padding_left': 0, 'padding_right': 0, 'scale': 2.4}",GREEN,False,ABSTAIN,False,All immediate drift features are within limits.,0.3517999205858232,0.2035779356956482,1
